# M_MTOT,R_RTOT,MATM_MTOT,RATM_RTOT,M_G,R_CM,REQ_CM,P_CGS,T_K,RHO_GCC,L_CGS,S_CGS,KROSS_CGS,GRADT,GRADAD,GRADRAD,TAUV,VSOUND_CGS,CP_CGS,X,Y,Z
 7.09658769164D-01, 7.34480787953D-01,-2.90341230836D-01,-2.65519212047D-01, 1.34736608731D+30, 5.13352076660D+09, 5.22531296196D+09, 4.11265824731D+12, 8.08798115094D+03, 1.40011950808D+00, 1.00000000000D+00, 5.08192894857D+08, 1.00000000000D+33, 3.04104620560D-01, 3.04104619676D-01, 9.42137673485D+33, 0.00000000000D+00, 2.63319744900D+06, 1.52429111102D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.07589320716D-01, 7.33268909658D-01,-2.92410679284D-01,-2.66731090342D-01, 1.34343700931D+30, 5.12505056221D+09, 5.21661438376D+09, 4.15189818290D+12, 8.11137110358D+03, 1.40598614624D+00, 1.00000000000D+00, 5.08192399092D+08, 1.00000000000D+33, 3.04105318988D-01, 3.04105318107D-01, 9.42953297818D+33, 0.00000000000D+00, 2.63950537401D+06, 1.52334465784D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.05516644138D-01, 7.32056192658D-01,-2.94483355862D-01,-2.67943807342D-01, 1.33950180235D+30, 5.11657449585D+09, 5.20791024435D+09, 4.19134718185D+12, 8.13473195281D+03, 1.41185495818D+00, 1.00000000000D+00, 5.08191906949D+08, 1.00000000000D+33, 3.04126994137D-01, 3.04126993258D-01, 9.43789687888D+33, 0.00000000000D+00, 2.64580529346D+06, 1.52233948390D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000001D-02
 7.03440818005D-01, 7.30842656618D-01,-2.96559181995D-01,-2.69157343382D-01, 1.33556061560D+30, 5.10809270494D+09, 5.19920068372D+09, 4.23100484175D+12, 8.15806519069D+03, 1.41772569587D+00, 1.00000000000D+00, 5.08191409543D+08, 1.00000000000D+33, 3.04206383503D-01, 3.04206382628D-01, 9.44646055008D+33, 0.00000000000D+00, 2.65210286853D+06, 1.52127294873D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000001D-02
 7.01362004294D-01, 7.29628369127D-01,-2.98637995706D-01,-2.70371630873D-01, 1.33161375661D+30, 5.09960566192D+09, 5.19048618279D+09, 4.27086915845D+12, 8.18137739384D+03, 1.42359641538D+00, 1.00000000000D+00, 5.08190926382D+08, 1.00000000000D+33, 3.04352299813D-01, 3.04352298940D-01, 9.45518803492D+33, 0.00000000000D+00, 2.65840565161D+06, 1.52017968975D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000001D-02
 6.99280267438D-01, 7.28413339467D-01,-3.00719732562D-01,-2.71586660533D-01, 1.32766134770D+30, 5.09111343163D+09, 5.18176681091D+09, 4.31093996233D+12, 8.20466920236D+03, 1.42946653769D+00, 1.00000000000D+00, 5.08190446791D+08, 1.00000000000D+33, 3.04491252818D-01, 3.04491251947D-01, 9.46407649626D+33, 0.00000000000D+00, 2.66470585069D+06, 1.51907273896D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000001D-02
 6.97195654382D-01, 7.27197566590D-01,-3.02804345618D-01,-2.72802433410D-01, 1.32370347800D+30, 5.08261600676D+09, 5.17304255994D+09, 4.35121741675D+12, 8.22794019957D+03, 1.43533596220D+00, 1.00000000000D+00, 5.08189970747D+08, 1.00000000000D+33, 3.04622295202D-01, 3.04622294334D-01, 9.47312897247D+33, 0.00000000000D+00, 2.67100395097D+06, 1.51795480692D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000002D-02
 6.95108210953D-01, 7.25981048728D-01,-3.04891789047D-01,-2.74018951272D-01, 1.31974023453D+30, 5.07411337496D+09, 5.16431341607D+09, 4.39170170475D+12, 8.25118990819D+03, 1.44120459631D+00, 1.00000000000D+00, 5.08189498226D+08, 1.00000000000D+33, 3.04744497522D-01, 3.04744496656D-01, 9.48234882705D+33, 0.00000000000D+00, 2.67730042850D+06, 1.51682854277D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000002D-02
 6.93017981872D-01, 7.24763783409D-01,-3.06982018128D-01,-2.75236216591D-01, 1.31577170218D+30, 5.06560551894D+09, 5.15557936049D+09, 4.43239302840D+12, 8.27441779113D+03, 1.44707235528D+00, 1.00000000000D+00, 5.08189029205D+08, 1.00000000000D+33, 3.04856947942D-01, 3.04856947079D-01, 9.49173974017D+33, 0.00000000000D+00, 2.68359574956D+06, 1.51569653576D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000003D-02
 6.90925010784D-01, 7.23545767483D-01,-3.09074989216D-01,-2.76454232517D-01, 1.31179796383D+30, 5.05709241669D+09, 5.14684036952D+09, 4.47329160875D+12, 8.29762325262D+03, 1.45293916220D+00, 1.00000000000D+00, 5.08188563661D+08, 1.00000000000D+33, 3.04958752026D-01, 3.04958751165D-01, 9.50130570001D+33, 0.00000000000D+00, 2.68989037032D+06, 1.51456131685D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000004D-02
 6.88829340287D-01, 7.22326997138D-01,-3.11170659713D-01,-2.77673002862D-01, 1.30781910036D+30, 5.04857404156D+09, 5.13809641478D+09, 4.51439768570D+12, 8.32080563935D+03, 1.45880494787D+00, 1.00000000000D+00, 5.08188101572D+08, 1.00000000000D+33, 3.05049032579D-01, 3.05049031721D-01, 9.51105099454D+33, 0.00000000000D+00, 2.69618473632D+06, 1.51342536018D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000005D-02
 6.86731011953D-01, 7.21107467930D-01,-3.13268988047D-01,-2.78892532070D-01, 1.30383519068D+30, 5.04005036250D+09, 5.12934746334D+09, 4.55571151788D+12, 8.34396424151D+03, 1.46466965082D+00, 1.00000000000D+00, 5.08187642918D+08, 1.00000000000D+33, 3.05126929532D-01, 3.05126928676D-01, 9.52098020360D+33, 0.00000000000D+00, 2.70247928206D+06, 1.51229108446D+08, 7.01478737172D-01, 2.78021262827D-01, 2.05000000007D-02
 6.84630066362D-01, 7.19887174798D-01,-3.15369933638D-01,-2.80112825202D-01, 1.29984631185D+30, 5.03152134413D+09, 5.12059347790D+09, 4.59723338249D+12, 8.36709829393D+03, 1.47053321718D+00, 1.00000000000D+00, 5.08187187677D+08, 1.00000000000D+33, 3.05191599873D-01, 3.05191599019D-01, 9.53109819127D+33, 0.00000000000D+00, 2.70877443061D+06, 1.51116085431D+08, 7.01478737172D-01, 2.78021262827D-01, 2.05000000009D-02
 6.82526543123D-01, 7.18666112092D-01,-3.17473456877D-01,-2.81333887908D-01, 1.29585253907D+30, 5.02298694695D+09, 5.11183441691D+09, 4.63896357544D+12, 8.39020697722D+03, 1.47639560071D+00, 1.00000000000D+00, 5.08186735828D+08, 1.00000000000D+33, 3.05242217616D-01, 3.05242216765D-01, 9.54141009826D+33, 0.00000000000D+00, 2.71507059319D+06, 1.51003698159D+08, 7.01478737172D-01, 2.78021262827D-01, 2.05000000011D-02
 6.80420480873D-01, 7.17444273566D-01,-3.19579519127D-01,-2.82555726434D-01, 1.29185394569D+30, 5.01444712733D+09, 5.10307023464D+09, 4.68090240933D+12, 8.41328941789D+03, 1.48225673430D+00, 1.00000000000D+00, 5.08186274319D+08, 1.00000000000D+33, 3.05330658047D-01, 3.05330657198D-01, 9.55192133622D+33, 0.00000000000D+00, 2.72140155312D+06, 1.50866205681D+08, 7.01478737172D-01, 2.78021262827D-01, 2.05000000015D-02
 6.78312047449D-01, 7.16221727642D-01,-3.21687952551D-01,-2.83778272358D-01, 1.28785085038D+30, 5.00590236347D+09, 5.09430141633D+09, 4.72304761598D+12, 8.43635281454D+03, 1.48811570784D+00, 1.00000000000D+00, 5.08185828735D+08, 1.00000000000D+33, 3.05500011107D-01, 3.05500010260D-01, 9.56259364792D+33, 0.00000000000D+00, 2.72779164212D+06, 1.50683313418D+08, 7.01478737171D-01, 2.78021262827D-01, 2.05000000020D-02
 6.76201311082D-01, 7.14998484638D-01,-3.23798688918D-01,-2.85001515362D-01, 1.28384338268D+30, 4.99735272751D+09, 5.08552803858D+09, 4.76539888539D+12, 8.45939819538D+03, 1.49397321874D+00, 1.00000000000D+00, 5.08185385186D+08, 1.00000000000D+33, 3.05674959413D-01, 3.05674958568D-01, 9.57342239461D+33, 0.00000000000D+00, 2.73407157432D+06, 1.50498047887D+08, 7.01478737171D-01, 2.78021262826D-01, 2.05000000026D-02
 6.74088336733D-01, 7.13774554630D-01,-3.25911663267D-01,-2.86225445370D-01, 1.27983166591D+30, 4.98879828985D+09, 5.07675017249D+09, 4.80795595542D+12, 8.48242647865D+03, 1.49983106605D+00, 1.00000000000D+00, 5.08184945154D+08, 1.00000000000D+33, 3.05862841709D-01, 3.05862840866D-01, 9.58440363142D+33, 0.00000000000D+00, 2.74031688711D+06, 1.50308471447D+08, 7.01478737170D-01, 2.78021262826D-01, 2.05000000034D-02
 6.71973187113D-01, 7.12549946881D-01,-3.28026812887D-01,-2.87450053119D-01, 1.27581581915D+30, 4.98023911524D+09, 5.06796788343D+09, 4.85071861548D+12, 8.50543847754D+03, 1.50568912718D+00, 1.00000000000D+00, 5.08184508425D+08, 1.00000000000D+33, 3.06061463061D-01, 3.06061462220D-01, 9.59553406918D+33, 0.00000000000D+00, 2.74655483127D+06, 1.50114804169D+08, 7.01478737170D-01, 2.78021262826D-01, 2.05000000044D-02
 6.69855923544D-01, 7.11324669741D-01,-3.30144076456D-01,-2.88675330259D-01, 1.27179595883D+30, 4.97167526204D+09, 5.05918123044D+09, 4.89368666772D+12, 8.52843493899D+03, 1.51154722551D+00, 1.00000000000D+00, 5.08184074965D+08, 1.00000000000D+33, 3.06269834038D-01, 3.06269833198D-01, 9.60681080250D+33, 0.00000000000D+00, 2.75278565993D+06, 1.49917321092D+08, 7.01478737169D-01, 2.78021262825D-01, 2.05000000058D-02
 6.67736606101D-01, 7.10098730737D-01,-3.32263393899D-01,-2.89901269263D-01, 1.26777219899D+30, 4.96310678287D+09, 5.05039026654D+09, 4.93685993290D+12, 8.55141654799D+03, 1.51740519152D+00, 1.00000000000D+00, 5.08183644739D+08, 1.00000000000D+33, 3.06486982166D-01, 3.06486981328D-01, 9.61823129556D+33, 0.00000000000D+00, 2.75900962316D+06, 1.49716291463D+08, 7.01478737168D-01, 2.78021262825D-01, 2.05000000076D-02
 6.65615293617D-01, 7.08872136587D-01,-3.34384706383D-01,-2.91127863413D-01, 1.26374465135D+30, 4.95453372467D+09, 5.04159503892D+09, 4.98023824941D+12, 8.57438392811D+03, 1.52326286262D+00, 1.00000000000D+00, 5.08183217713D+08, 1.00000000000D+33, 3.06711951010D-01, 3.06711950175D-01, 9.62979337337D+33, 0.00000000000D+00, 2.76522696769D+06, 1.49511978905D+08, 7.01478737166D-01, 2.78021262824D-01, 2.05000000098D-02
 6.63492043716D-01, 7.07644893218D-01,-3.36507956284D-01,-2.92355106782D-01, 1.25971342531D+30, 4.94595612887D+09, 5.03279558914D+09, 5.02382147329D+12, 8.59733764252D+03, 1.52912008211D+00, 1.00000000000D+00, 5.08182793907D+08, 1.00000000000D+33, 3.06943512416D-01, 3.06943511583D-01, 9.64149521278D+33, 0.00000000000D+00, 2.77143953828D+06, 1.49304641597D+08, 7.01478737164D-01, 2.78021262823D-01, 2.05000000128D-02
 6.61366912021D-01, 7.06417005318D-01,-3.38633087979D-01,-2.93582994682D-01, 1.25567862647D+30, 4.93737402824D+09, 5.02399194989D+09, 5.06760949504D+12, 8.62027814306D+03, 1.53497668679D+00, 1.00000000000D+00, 5.08182373187D+08, 1.00000000000D+33, 3.07180264252D-01, 3.07180263420D-01, 9.65333561022D+33, 0.00000000000D+00, 2.77765025424D+06, 1.49094533191D+08, 7.01478737161D-01, 2.78021262822D-01, 2.05000000166D-02
 6.59239953577D-01, 7.05188477157D-01,-3.40760046423D-01,-2.94811522843D-01, 1.25164035935D+30, 4.92878745262D+09, 5.01518415079D+09, 5.11160221073D+12, 8.64320585938D+03, 1.54083252866D+00, 1.00000000000D+00, 5.08181955575D+08, 1.00000000000D+33, 3.07422054393D-01, 3.07422053562D-01, 9.66531350127D+33, 0.00000000000D+00, 2.78385511866D+06, 1.48881901645D+08, 7.01478737157D-01, 2.78021262821D-01, 2.05000000215D-02
 6.57111222528D-01, 7.03959312413D-01,-3.42888777472D-01,-2.96040687587D-01, 1.24759872674D+30, 4.92019642772D+09, 5.00637221728D+09, 5.15579952900D+12, 8.66612117858D+03, 1.54668747206D+00, 1.00000000000D+00, 5.08181541039D+08, 1.00000000000D+33, 3.07667982569D-01, 3.07667981740D-01, 9.67742806822D+33, 0.00000000000D+00, 2.79005436295D+06, 1.48666989615D+08, 7.01478737153D-01, 2.78021262819D-01, 2.05000000279D-02
 6.54980771897D-01, 7.02729514055D-01,-3.45019228103D-01,-2.97270485945D-01, 1.24355382931D+30, 4.91160097429D+09, 4.99755616974D+09, 5.20020137601D+12, 8.68902443082D+03, 1.55254138799D+00, 1.00000000000D+00, 5.08181129552D+08, 1.00000000000D+33, 3.07917160935D-01, 3.07917160108D-01, 9.68967881386D+33, 0.00000000000D+00, 2.79624821429D+06, 1.48450034870D+08, 7.01478737147D-01, 2.78021262817D-01, 2.05000000361D-02
 6.52848653611D-01, 7.01499084365D-01,-3.47151346389D-01,-2.98500915635D-01, 1.23950576565D+30, 4.90300110827D+09, 4.98873602357D+09, 5.24480769524D+12, 8.71191589006D+03, 1.55839415402D+00, 1.00000000000D+00, 5.08180721083D+08, 1.00000000000D+33, 3.08168713518D-01, 3.08168712692D-01, 9.70206555466D+33, 0.00000000000D+00, 2.80243689536D+06, 1.48231270415D+08, 7.01478737140D-01, 2.78021262814D-01, 2.05000000466D-02
 6.50714918524D-01, 7.00268024954D-01,-3.49285081476D-01,-2.99731975046D-01, 1.23545463232D+30, 4.89439684094D+09, 4.97991178945D+09, 5.28961844800D+12, 8.73479577507D+03, 1.56424565434D+00, 1.00000000000D+00, 5.08180315606D+08, 1.00000000000D+33, 3.08421775717D-01, 3.08421774893D-01, 9.71458841383D+33, 0.00000000000D+00, 2.80862062427D+06, 1.48010924622D+08, 7.01478737130D-01, 2.78021262810D-01, 2.05000000601D-02
 6.48579633284D-01, 6.99036346490D-01,-3.51420366716D-01,-3.00963653510D-01, 1.23140055584D+30, 4.88578824685D+09, 4.97108354241D+09, 5.33463326031D+12, 8.75766533691D+03, 1.57009618902D+00, 1.00000000000D+00, 5.08179885858D+08, 1.00000000000D+33, 3.08811009892D-01, 3.08811009070D-01, 9.72724209040D+33, 0.00000000000D+00, 2.81477790535D+06, 1.47789250105D+08, 7.01478737117D-01, 2.78021262805D-01, 2.05000000774D-02
 6.46443061443D-01, 6.97804174307D-01,-3.53556938557D-01,-3.02195825693D-01, 1.22734403662D+30, 4.87717620200D+09, 4.96225217338D+09, 5.37984756068D+12, 8.78053865654D+03, 1.57594693210D+00, 1.00000000000D+00, 5.08179485976D+08, 1.00000000000D+33, 3.09301132310D-01, 3.09301131489D-01, 9.73995383650D+33, 0.00000000000D+00, 2.82091140427D+06, 1.47566290964D+08, 7.01478737102D-01, 2.78021262799D-01, 2.05000000996D-02
 6.44305248855D-01, 6.96571508980D-01,-3.55694751145D-01,-3.03428491020D-01, 1.22328516169D+30, 4.86856071040D+09, 4.95341769236D+09, 5.42526134983D+12, 8.80341586241D+03, 1.58179810714D+00, 1.00000000000D+00, 5.08179088622D+08, 1.00000000000D+33, 3.09792039591D-01, 3.09792038772D-01, 9.75272474475D+33, 0.00000000000D+00, 2.82703695896D+06, 1.47341722126D+08, 7.01478737081D-01, 2.78021262791D-01, 2.05000001279D-02
 6.42166242654D-01, 6.95338351830D-01,-3.57833757346D-01,-3.04661648170D-01, 1.21922402056D+30, 4.85994178130D+09, 4.94458010787D+09, 5.47087459190D+12, 8.82629718294D+03, 1.58764966388D+00, 1.00000000000D+00, 5.08178693778D+08, 1.00000000000D+33, 3.10285334734D-01, 3.10285333916D-01, 9.76555537507D+33, 0.00000000000D+00, 2.83315496806D+06, 1.47115186991D+08, 7.01478737055D-01, 2.78021262781D-01, 2.05000001641D-02
 6.40026091286D-01, 6.94104704938D-01,-3.59973908714D-01,-3.05895295062D-01, 1.21516070521D+30, 4.85131942924D+09, 4.93573943379D+09, 5.51668721821D+12, 8.84918294743D+03, 1.59350154650D+00, 1.00000000000D+00, 5.08178301423D+08, 1.00000000000D+33, 3.10782607619D-01, 3.10782606803D-01, 9.77844576166D+33, 0.00000000000D+00, 2.83926582439D+06, 1.46886335578D+08, 7.01478737022D-01, 2.78021262767D-01, 2.05000002101D-02
 6.37884844474D-01, 6.92870571128D-01,-3.62115155526D-01,-3.07129428872D-01, 1.21109531003D+30, 4.84269367394D+09, 4.92689568930D+09, 5.56269912713D+12, 8.87207358513D+03, 1.59935369367D+00, 1.00000000000D+00, 5.08177911537D+08, 1.00000000000D+33, 3.11285435854D-01, 3.11285435039D-01, 9.79139542193D+33, 0.00000000000D+00, 2.84536991537D+06, 1.46654824335D+08, 7.01478736980D-01, 2.78021262751D-01, 2.05000002687D-02
 6.35742553192D-01, 6.91635953947D-01,-3.64257446808D-01,-3.08364046053D-01, 1.20702793181D+30, 4.83406454022D+09, 4.91804889882D+09, 5.60891018424D+12, 8.89496962438D+03, 1.60520603868D+00, 1.00000000000D+00, 5.08177524099D+08, 1.00000000000D+33, 3.11795385727D-01, 3.11795384913D-01, 9.80440336495D+33, 0.00000000000D+00, 2.85146762340D+06, 1.46420315940D+08, 7.01478736927D-01, 2.78021262730D-01, 2.05000003431D-02
 6.33599269632D-01, 6.90400857648D-01,-3.66400730368D-01,-3.09599142352D-01, 1.20295866964D+30, 4.82543205778D+09, 4.90919909180D+09, 5.65532022233D+12, 8.91787169187D+03, 1.61105850959D+00, 1.00000000000D+00, 5.08177139085D+08, 1.00000000000D+33, 3.12314013265D-01, 3.12314012453D-01, 9.81746809943D+33, 0.00000000000D+00, 2.85755932631D+06, 1.46182479112D+08, 7.01478736860D-01, 2.78021262703D-01, 2.05000004374D-02
 6.31455047183D-01, 6.89165287177D-01,-3.68544952817D-01,-3.10834712823D-01, 1.19888762488D+30, 4.81679626121D+09, 4.90034630268D+09, 5.70192904148D+12, 8.94078051191D+03, 1.61691102925D+00, 1.00000000000D+00, 5.08176756472D+08, 1.00000000000D+33, 3.12842865387D-01, 3.12842864576D-01, 9.83058764116D+33, 0.00000000000D+00, 2.86364539778D+06, 1.45940988411D+08, 7.01478736774D-01, 2.78021262669D-01, 2.05000005569D-02
 6.29309940400D-01, 6.87929248157D-01,-3.70690059600D-01,-3.12070751843D-01, 1.19481490111D+30, 4.80815718980D+09, 4.89149057077D+09, 5.74873640901D+12, 8.96369690580D+03, 1.62276351547D+00, 1.00000000000D+00, 5.08176376237D+08, 1.00000000000D+33, 3.13383481155D-01, 3.13383480345D-01, 9.84375951991D+33, 0.00000000000D+00, 2.86972620778D+06, 1.45695524045D+08, 7.01478736666D-01, 2.78021262626D-01, 2.05000007079D-02
 6.27164004980D-01, 6.86692746872D-01,-3.72835995020D-01,-3.13307253128D-01, 1.19074060409D+30, 4.79951488747D+09, 4.88263194009D+09, 5.79574205956D+12, 8.98662179130D+03, 1.62861588105D+00, 1.00000000000D+00, 5.08175998353D+08, 1.00000000000D+33, 3.13937393125D-01, 3.13937392317D-01, 9.85698078584D+33, 0.00000000000D+00, 2.87580212306D+06, 1.45445771675D+08, 7.01478736529D-01, 2.78021262572D-01, 2.05000008985D-02
 6.25017297741D-01, 6.85455790256D-01,-3.74982702259D-01,-3.14544209744D-01, 1.18666484169D+30, 4.79086940269D+09, 4.87377045937D+09, 5.84294569500D+12, 9.00955618212D+03, 1.63446803392D+00, 1.00000000000D+00, 5.08175622793D+08, 1.00000000000D+33, 3.14506128789D-01, 3.14506127982D-01, 9.87024801535D+33, 0.00000000000D+00, 2.88187350758D+06, 1.45191422213D+08, 7.01478736357D-01, 2.78021262504D-01, 2.05000011387D-02
 6.22869876595D-01, 6.84218385880D-01,-3.77130123405D-01,-3.15781614120D-01, 1.18258772385D+30, 4.78222078837D+09, 4.86490618187D+09, 5.89034698436D+12, 9.03250118751D+03, 1.64031987718D+00, 1.00000000000D+00, 5.08175249531D+08, 1.00000000000D+33, 3.15091212108D-01, 3.15091211302D-01, 9.88355731639D+33, 0.00000000000D+00, 2.88794072305D+06, 1.44932171632D+08, 7.01478736141D-01, 2.78021262418D-01, 2.05000014410D-02
 6.20721800536D-01, 6.82980541944D-01,-3.79278199464D-01,-3.17019458056D-01, 1.17850936258D+30, 4.77356910182D+09, 4.85603916540D+09, 5.93794556418D+12, 9.05545801219D+03, 1.64617130920D+00, 1.00000000000D+00, 5.08174878535D+08, 1.00000000000D+33, 3.15694165149D-01, 3.15694164344D-01, 9.89690433286D+33, 0.00000000000D+00, 2.89400412944D+06, 1.44667720763D+08, 7.01478735869D-01, 2.78021262310D-01, 2.05000018207D-02
 6.18573158552D-01, 6.81742283934D-01,-3.81426841448D-01,-3.18257716066D-01, 1.17442992685D+30, 4.76491452118D+09, 4.84716959068D+09, 5.98574039411D+12, 9.07842989146D+03, 1.65202242545D+00, 1.00000000000D+00, 5.08174485132D+08, 1.00000000000D+33, 3.16486397376D-01, 3.16486396572D-01, 9.91027426794D+33, 0.00000000000D+00, 2.90006996978D+06, 1.44398387325D+08, 7.01478735528D-01, 2.78021262175D-01, 2.05000022969D-02
 6.16424236692D-01, 6.80503751566D-01,-3.83575763308D-01,-3.19496248434D-01, 1.17034995973D+30, 4.75625802296D+09, 4.83829845152D+09, 6.03372599952D+12, 9.10143335473D+03, 1.65787344052D+00, 1.00000000000D+00, 5.08174119451D+08, 1.00000000000D+33, 3.17390040537D-01, 3.17390039734D-01, 9.92358396733D+33, 0.00000000000D+00, 2.90612865605D+06, 1.44126529255D+08, 7.01478735101D-01, 2.78021262006D-01, 2.05000028932D-02
 6.14275072006D-01, 6.79264941501D-01,-3.85724927994D-01,-3.20735058499D-01, 1.16626953159D+30, 4.74759958383D+09, 4.82942573047D+09, 6.08190241591D+12, 9.12446838468D+03, 1.66372448558D+00, 1.00000000000D+00, 5.08173755807D+08, 1.00000000000D+33, 3.18290281292D-01, 3.18290280490D-01, 9.93683587992D+33, 0.00000000000D+00, 2.91217467542D+06, 1.43852741720D+08, 7.01478734567D-01, 2.78021261794D-01, 2.05000036386D-02
 6.12125700020D-01, 6.78025849568D-01,-3.87874299980D-01,-3.21974150432D-01, 1.16218870987D+30, 4.73893917464D+09, 4.82055139674D+09, 6.13026970797D+12, 9.14753487539D+03, 1.66957556199D+00, 1.00000000000D+00, 5.08173394179D+08, 1.00000000000D+33, 3.19185715886D-01, 3.19185715085D-01, 9.95003289589D+33, 0.00000000000D+00, 2.91820811989D+06, 1.43577371413D+08, 7.01478733901D-01, 2.78021261530D-01, 2.05000045688D-02
 6.09976154780D-01, 6.76786470794D-01,-3.90023845220D-01,-3.23213529206D-01, 1.15810755920D+30, 4.73027676062D+09, 4.81167541375D+09, 6.17882797147D+12, 9.17063263340D+03, 1.67542667677D+00, 1.00000000000D+00, 5.08173034540D+08, 1.00000000000D+33, 3.20074936468D-01, 3.20074935668D-01, 9.96317834154D+33, 0.00000000000D+00, 2.92422908059D+06, 1.43300767437D+08, 7.01478733071D-01, 2.78021261201D-01, 2.05000057277D-02
 6.07826468867D-01, 6.75546799407D-01,-3.92173531133D-01,-3.24453200593D-01, 1.15402614145D+30, 4.72161230144D+09, 4.80279773924D+09, 6.22757733349D+12, 9.19376137731D+03, 1.68127784249D+00, 1.00000000000D+00, 5.08172676860D+08, 1.00000000000D+33, 3.20956536860D-01, 3.20956536061D-01, 9.97627597816D+33, 0.00000000000D+00, 2.93023764506D+06, 1.43023268787D+08, 7.01478732039D-01, 2.78021260792D-01, 2.05000071693D-02
 6.05676673426D-01, 6.74306828863D-01,-3.94323326574D-01,-3.25693171137D-01, 1.14994451575D+30, 4.71294575135D+09, 4.79391832540D+09, 6.27651795236D+12, 9.21692073881D+03, 1.68712907731D+00, 1.00000000000D+00, 5.08172321106D+08, 1.00000000000D+33, 3.21829115968D-01, 3.21829115170D-01, 9.98932999351D+33, 0.00000000000D+00, 2.93623389582D+06, 1.42745197753D+08, 7.01478730756D-01, 2.78021260284D-01, 2.05000089595D-02
 6.03526798189D-01, 6.73066551847D-01,-3.96473201811D-01,-3.26933448153D-01, 1.14586273854D+30, 4.70427705923D+09, 4.78503711895D+09, 6.32565001788D+12, 9.24011026238D+03, 1.69298040489D+00, 1.00000000000D+00, 5.08171967237D+08, 1.00000000000D+33, 3.22691267126D-01, 3.22691266329D-01, 1.00023450005D+34, 0.00000000000D+00, 2.94221791421D+06, 1.42466881659D+08, 7.01478729167D-01, 2.78021259654D-01, 2.05000111790D-02
